registro_id,data,ano,mes,dia,segmento,empresa,cidade,numero_clientes,ticket_medio,receita,custo,lucro,indice_satisfacao,taxa_ocupacao,taxa_crescimento,custo_marketing,investimento_publicidade,previsao_vendas,previsao_custos,sensibilidade_negocios,indice_correcao,programacao_linear,regiao,estado,pais,tipo_cliente,canal_venda,categoria_produto,tipo_servico,plano,faixa_etaria,genero,fonte_trafego,dispositivo,sistema_operacional,navegador,quantidade_produtos,custo_por_cliente,receita_por_cliente,lucro_por_cliente,desconto_medio,percentual_desconto,taxa_conversao,vendas_por_vendedor,comissao_vendas,valor_impostos,frete_medio,pedidos_por_cliente,LTV,CAC,MRR,ARR,receita_media_diaria,custo_por_clique,custo_por_mil_impressoes,taxa_de_clique,impressoes,cliques,leads_gerados,custo_por_lead,ROAS,avaliacao_media,numero_avaliacoes,NPS,CSAT,reclamacoes,tempo_medio_resposta,tempo_medio_entrega,taxa_devolucao,nivel_estoque,giro_estoque,custo_estoque,numero_fornecedores,taxa_de_defeito,usuarios_ativos,tempo_medio_sessao,taxa_retencao,churn_rate,funcionalidade_mais_usada,numero_sessoes,RevPAR,taxa_evasao,tempo_medio_atendimento,despesa_administrativa,despesa_com_pessoal,despesa_fixa,despesa_variavel,despesa_tributaria,despesa_financeira
823,2022-01-06,2022,1,6,Varejo,Gomes,Porto dos Dourados,1,48.88,48.88,33.66,15.22,7.1,,-32.6,7.43,24060.51,52.58,35.29,70.83,0.931,988.11,Espírito Santo,RS,Brasil,B2C,Loja física,Eletrônicos,,,26-35,Masculino,Email,Mobile,macOS,Firefox,36,33.66,48.88,15.22,0.0,0.0,17.29,9,2.29,8.22,1.1,4.14,854.83,154.57,0.0,0.0,1.63,7.36,21.76,17.05,9343,1592,114,0.07,0.0,1.0,230,11,1,26,11.71,0.4,17.85,140,1.81,2714.66,18,5.36,0,18.21,56.28,25.91,,140,,,,2424.22,1633.18,16102.75,37981.88,7.16,1370.83
1305,2022-01-06,2022,1,6,TI,Pimenta,Sampaio,1,28.19,28.19,25.63,2.56,6.1,,-14.53,3.05,30811.43,30.56,28.05,39.4,1.011,206.45,Paraíba,GO,Brasil,Pessoa Física,Aplicativo,,Desenvolvimento,Básico,18-25,Outro,Email,Mobile,Windows,Outro,0,25.63,28.19,2.56,136.46,82.88,20.89,0,0.0,6.6,0.0,12.99,61498.5,253.06,32.32,387.84,0.94,11.97,23.48,11.3,12787,1444,182,0.02,0.0,2.5,83,-39,1,24,27.06,4.58,54.07,0,0.0,0.0,47,3.16,96,96.49,16.41,24.45,FuncA,160,,,,8232.19,8145.25,28789.18,22214.14,3.97,640.4
1345,2022-01-06,2022,1,6,Varejo,Barbosa,Fogaça,1,34.96,34.96,31.8,3.16,9.1,,1.94,4.58,25867.5,37.36,33.73,2.34,1.008,483.24,Ceará,SE,Brasil,Pessoa Jurídica,Loja física,Outros,,,36-45,Outro,Busca orgânica,Mobile,Android,Safari,48,31.8,34.96,3.16,92.47,72.57,29.81,17,1.63,7.24,4.12,14.44,221626.69,227.72,0.0,0.0,1.17,16.64,36.93,12.23,16026,1959,236,0.02,0.0,1.7,54,-71,2,37,23.75,4.75,62.99,131,0.18,2437.41,49,0.71,0,67.32,32.24,7.32,,152,,,,8059.23,18993.31,29580.19,19594.76,2.2,126.52
1481,2022-01-06,2022,1,6,TI,Carvalho,Campos do Amparo,1,31.88,31.88,20.03,11.85,7.7,,13.71,2.26,33288.24,36.33,21.24,10.12,0.918,781.66,Alagoas,AP,Brasil,Pessoa Jurídica,Telefone,,Outros,Básico,36-45,Feminino,Rede social,Mobile,Windows,Outro,0,20.03,31.88,11.85,179.83,84.94,11.44,0,0.0,7.9,0.0,6.14,30650.98,116.54,29.42,353.04,1.06,22.24,19.43,5.34,3472,185,251,0.01,0.0,2.6,177,18,1,55,14.63,8.88,58.76,0,0.0,0.0,33,3.26,24,50.94,50.28,9.08,FuncA,166,,,,9935.06,36903.69,27051.14,21696.54,2.51,189.72
2290,2022-01-06,2022,1,6,Varejo,Cardoso Fonseca - ME,Costela,1,56.82,56.82,38.71,18.11,6.8,,67.24,3.92,11407.83,60.72,42.23,6.68,1.024,857.55,Acre,RO,Brasil,Pessoa Física,Online,Roupas,,,55+,Masculino,Email,Mobile,Windows,Chrome,7,38.71,56.82,18.11,151.43,72.72,1.69,0,0.0,13.23,0.0,5.1,39.14,82.73,0.0,0.0,1.89,33.43,66.79,23.09,43624,10072,473,0.01,0.0,1.0,67,65,4,46,58.4,10.2,59.77,7,0.16,59.18,13,3.05,0,278.23,95.92,28.49,,472,,,,19503.12,65032.89,36644.17,17167.6,3.95,2519.49
2385,2022-01-06,2022,1,6,TI,Fonseca Almeida S/A,Costela,1,33.86,33.86,21.32,12.54,9.3,,4.92,2.37,13648.06,36.3,21.7,19.13,0.905,1653.09,Paraíba,AC,Brasil,Pessoa Jurídica,Aplicativo,,Outros,Premium,46-55,Masculino,Referência,Tablet,Android,Edge,0,21.32,33.86,12.54,77.76,69.66,8.09,0,0.0,8.03,0.0,2.71,14.31,38.8,31.68,380.16,1.13,31.34,63.94,20.27,37766,7655,399,0.01,0.0,1.8,78,83,3,48,105.41,4.51,55.17,0,0.0,0.0,4,7.89,95,377.63,15.86,22.39,FuncC,488,,,,15648.36,84157.87,31665.99,14219.82,4.85,2294.05
2615,2022-01-06,2022,1,6,Varejo,Ribeiro Costela - EI,Moreira,1,27.91,27.91,25.39,2.52,9.1,,21.22,1.63,17563.37,31.4,26.61,56.02,1.053,2808.46,Tocantins,AP,Brasil,Pessoa Física,Loja física,Alimentos,,,26-35,Outro,Referência,Mobile,Windows,Firefox,11,25.39,27.91,2.52,30.24,52.0,0.1,6,0.59,6.37,5.96,6.34,0.97,119.63,0.0,0.0,0.93,30.13,26.77,17.35,37174,6449,378,0.0,0.0,2.5,94,85,5,53,95.1,11.02,54.11,89,1.58,851.31,11,7.15,0,436.33,78.63,43.52,,537,,,,18463.6,195592.51,14048.01,11838.15,4.17,415.71
2984,2022-01-06,2022,1,6,Varejo,Aparecida - ME,Almeida,1,25.23,25.23,21.19,4.04,10.0,,63.87,2.98,41394.35,26.5,23.19,98.2,1.091,3199.35,Distrito Federal,ES,Brasil,Pessoa Física,Aplicativo,Eletrônicos,,,55+,Outro,Anúncio pago,Desktop,iOS,Outro,36,21.19,25.23,4.04,5.92,19.0,6.82,7,1.1,6.23,0.0,15.94,19.4,64.21,0.0,0.0,0.84,21.09,23.08,9.16,56500,5175,480,0.01,0.0,1.0,62,-65,2,37,72.58,17.36,71.3,104,1.33,1324.82,3,0.1,0,496.52,4.51,50.96,,633,,,,4524.78,170718.51,19006.74,15745.46,2.11,1559.05
458,2022-01-07,2022,1,7,Varejo,Azevedo,Caldeira de Pacheco,1,41.85,41.85,32.54,9.31,7.3,,-26.07,8.25,17374.6,44.94,34.85,68.67,1.077,1663.04,Piauí,SP,Brasil,Pessoa Jurídica,Loja física,Outros,,,26-35,Masculino,Email,Tablet,Windows,Firefox,6,32.54,41.85,9.31,26.81,39.05,2.52,5,2.06,6.15,0.67,2.04,0.85,179.47,0.0,0.0,1.4,1.98,0.01,0.85,142,1,87,0.09,0.0,3.2,122,-69,4,25,8.84,9.86,17.1,401,1.9,6719.96,5,4.52,0,201.96,7.84,15.62,,78,,,,3345.64,16305.84,13523.97,21393.23,3.59,97.08
625,2022-01-07,2022,1,7,Varejo,Souza das Neves S/A,Oliveira,1,48.65,48.65,41.48,7.17,7.4,,12.47,7.77,7910.58,55.05,45.55,79.17,0.932,1761.99,Distrito Federal,CE,Brasil,Pessoa Física,Representante,Roupas,,,36-45,Outro,Anúncio pago,Mobile,Android,Outro,48,41.48,48.65,7.17,28.66,37.07,0.0,4,1.88,12.69,0.0,1.69,141.68,183.48,0.0,0.0,1.62,1.49,9.58,12.22,14190,1734,210,0.04,0.01,2.2,34,12,2,12,14.53,4.0,16.05,56,1.75,880.55,8,3.3,0,20.74,82.6,29.52,,101,,,,4626.26,8637.21,8783.39,29841.97,5.55,1089.66
788,2022-01-07,2022,1,7,TI,Abreu Novaes S.A.,da Cunha,1,43.51,43.51,26.65,16.86,5.1,,-62.49,6.77,12541.13,47.87,28.83,16.81,1.041,1533.86,Rio Grande do Norte,RR,Brasil,Pessoa Jurídica,Telefone,,Outros,Premium,18-25,Feminino,Rede social,Desktop,macOS,Safari,0,26.65,43.51,16.86,6.63,13.22,19.45,0,0.0,11.06,0.0,4.83,2943.42,92.36,44.23,530.76,1.45,3.25,40.33,13.36,13524,1806,49,0.14,0.0,1.2,224,-59,4,27,13.36,3.02,19.94,0,0.0,0.0,10,4.49,21,56.75,42.79,32.2,FuncA,111,,,,5141.09,1954.45,18609.53,38579.2,2.38,1234.31
802,2022-01-07,2022,1,7,Varejo,Barros,Lopes de da Cruz,1,43.96,43.96,27.76,16.2,5.2,,-56.17,5.82,20987.31,50.29,28.12,58.91,1.09,1616.32,Espírito Santo,MT,Brasil,Pessoa Jurídica,Representante,Eletrônicos,,,36-45,Masculino,Direto,Tablet,iOS,Safari,55,27.76,43.96,16.2,0.0,0.0,14.92,2,1.68,11.0,0.0,5.45,1006.14,110.92,0.0,0.0,1.47,6.43,39.04,14.28,10399,1484,79,0.07,0.0,1.6,224,8,5,22,10.54,1.72,25.55,65,2.42,476.94,15,4.21,0,62.13,44.37,28.46,,116,,,,4194.96,294.31,17325.52,37236.46,3.07,702.55
951,2022-01-07,2022,1,7,TI,Novaes das Neves - EI,das Neves dos Dourados,1,38.78,38.78,32.04,6.74,10.0,,20.84,7.3,11500.06,42.08,33.35,48.15,1.042,2520.13,Roraima,PA,Brasil,B2B,Online,,Consultoria,Básico,55+,Outro,Email,Mobile,macOS,Chrome,0,32.04,38.78,6.74,27.87,41.82,13.43,0,0.0,4.81,0.0,12.2,8641.27,184.89,45.55,546.6,1.29,12.76,28.99,9.56,9278,886,14,0.52,0.0,3.2,112,8,5,29,16.07,7.14,22.94,0,0.0,0.0,30,2.93,176,17.01,96.48,10.79,Outra,170,,,,15505.93,5417.99,14366.07,31367.2,5.6,935.52
1543,2022-01-07,2022,1,7,TI,Borges Siqueira - EI,Fonseca das Flores,1,27.96,27.96,21.31,6.65,7.7,,70.11,2.32,16865.85,30.07,21.33,11.54,0.917,2168.33,Rio Grande do Norte,RN,Brasil,B2C,Online,,Treinamento,Gratuito,36-45,Masculino,Direto,Tablet,Windows,Outro,0,21.31,27.96,6.65,187.48,87.02,9.59,0,0.0,3.78,0.0,6.73,1813.85,107.27,24.98,299.76,0.93,24.75,41.36,7.04,5505,387,171,0.01,0.0,1.1,178,-12,2,46,19.65,3.94,62.61,0,0.0,0.0,32,0.53,407,119.77,33.86,2.36,FuncB,170,,,,9571.11,36473.9,32859.13,21203.65,4.12,1597.3
2531,2022-01-07,2022,1,7,Varejo,Jesus S/A,Jesus do Norte,1,36.84,36.84,24.26,12.58,8.6,,-28.81,3.44,21110.13,40.17,25.1,89.18,1.067,1973.08,Espírito Santo,SE,Brasil,Pessoa Física,Aplicativo,Livros,,,18-25,Masculino,Rede social,Tablet,iOS,Safari,38,24.26,36.84,12.58,101.74,73.42,7.58,1,1.17,8.7,2.78,4.24,1.31,59.4,0.0,0.0,1.23,29.62,21.97,21.81,41953,9149,341,0.01,0.0,4.8,188,44,1,53,83.88,11.72,69.3,153,0.96,2003.46,11,5.89,0,415.93,19.24,32.73,,501,,,,8805.68,95162.53,20366.08,2443.18,3.95,154.78
47,2022-01-08,2022,1,8,TI,Carvalho,Marques,48,30.56,1466.88,1269.59,197.29,9.4,,17.05,160.27,7200.15,1639.47,1358.88,5.19,1.05,622.31,Piauí,RJ,Brasil,Pessoa Física,Aplicativo,,Treinamento,Gratuito,18-25,Masculino,Email,Mobile,macOS,Chrome,0,26.45,30.56,4.11,65.89,68.32,15.16,0,0.0,367.25,0.0,1.18,73.77,49.92,1422.25,17067.0,48.9,2.89,1.1,2.93,393,11,203,0.79,0.2,4.9,9,-32,5,20,17.68,6.11,4.31,0,0.0,0.0,18,1.48,121,14.45,72.51,2.3,FuncA,26,,,,4634.55,292.77,11949.31,11314.85,113.26,320.81
183,2022-01-08,2022,1,8,TI,Duarte,Vieira de Minas,1,28.59,28.59,25.79,2.8,7.3,,-37.33,3.88,11114.39,30.18,27.53,25.74,1.061,1343.8,Rio de Janeiro,PR,Brasil,Pessoa Física,Telefone,,Consultoria,Básico,36-45,Outro,Rede social,Mobile,Windows,Edge,0,25.79,28.59,2.8,107.37,78.97,5.21,0,0.0,6.86,0.0,3.13,49.14,102.19,30.16,361.92,0.95,3.61,18.24,1.39,9105,126,148,0.03,0.0,1.0,32,95,3,9,11.69,8.0,3.7,0,0.0,0.0,5,8.38,573,56.49,18.56,6.94,FuncA,28,,,,6767.42,2142.38,13678.14,18913.63,1.74,432.29
373,2022-01-08,2022,1,8,TI,Câmara,Cavalcanti de Melo,1,34.19,34.19,24.07,10.12,6.6,,-12.86,3.35,12457.08,38.98,24.77,90.86,1.04,2489.26,Minas Gerais,AL,Brasil,B2C,Aplicativo,,Desenvolvimento,Básico,46-55,Feminino,Rede social,Tablet,Linux,Firefox,0,24.07,34.19,10.12,10.67,23.79,5.05,0,0.0,8.21,0.0,2.18,1.41,195.5,33.15,397.8,1.14,0.97,7.85,3.79,13592,515,46,0.07,0.0,2.6,161,65,1,14,24.46,11.87,9.04,0,0.0,0.0,5,4.08,1027,157.31,23.75,12.83,FuncC,62,,,,2022.35,9026.6,12146.28,18954.24,4.92,103.81
1125,2022-01-08,2022,1,8,TI,Aragão,Barbosa de Siqueira,1,30.26,30.26,24.78,5.48,5.7,,46.15,3.01,36646.37,32.58,26.66,33.84,1.036,3188.24,Mato Grosso,AM,Brasil,Pessoa Jurídica,Aplicativo,,Outros,Gratuito,18-25,Feminino,Rede social,Tablet,Windows,Firefox,0,24.78,30.26,5.48,28.27,48.3,11.08,0,0.0,8.21,0.0,13.3,14463.61,252.83,30.25,363.0,1.01,12.37,7.53,19.04,13478,2566,40,0.08,0.0,2.6,56,-48,4,37,18.48,5.48,23.1,0,0.0,0.0,47,2.96,105,35.23,82.91,20.81,FuncA,165,,,,14382.09,6840.91,22659.41,30433.69,3.21,378.97
1812,2022-01-08,2022,1,8,Varejo,Monteiro,Almeida,1,39.91,39.91,25.64,14.27,6.8,,20.05,5.63,29728.36,45.09,27.66,77.41,1.065,246.78,Goiás,SC,Brasil,Pessoa Física,Telefone,Eletrônicos,,,55+,Masculino,Referência,Mobile,macOS,Edge,89,25.64,39.91,14.27,165.6,80.58,8.14,9,0.9,4.75,1.69,3.4,352.25,99.07,0.0,0.0,1.33,42.65,64.73,19.75,25704,5076,356,0.02,0.0,1.9,196,-21,4,57,49.47,4.97,87.32,162,2.2,2989.66,23,6.15,0,176.12,32.27,2.18,,264,,,,4416.85,72802.24,50606.27,11026.57,2.5,2015.56
1930,2022-01-08,2022,1,8,Varejo,Sampaio Garcia - ME,da Conceição,1,47.36,47.36,35.75,11.61,5.3,,49.51,8.53,30700.45,50.69,39.18,23.84,0.979,689.68,Mato Grosso,TO,Brasil,B2C,Aplicativo,Livros,,,36-45,Outro,Busca orgânica,Desktop,macOS,Outro,20,35.75,47.36,11.61,216.37,82.04,9.23,2,1.94,6.39,2.69,8.23,1056.41,69.08,0.0,0.0,1.58,36.99,51.04,22.49,27741,6238,415,0.02,0.0,4.3,81,-53,4,71,55.92,0.84,83.97,183,0.81,3387.62,26,4.98,0,176.84,84.47,12.32,,309,,,,11641.78,61559.29,46425.1,19818.17,3.21,2644.29
95,2022-01-09,2022,1,9,TI,Borges,Campos,30,32.29,968.7,833.52,135.18,7.9,,5.58,90.26,5264.69,1020.81,908.91,13.45,0.998,913.29,São Paulo,RR,Brasil,B2B,Aplicativo,,Suporte,Premium,36-45,Outro,Rede social,Tablet,Android,Firefox,0,27.78,32.29,4.51,105.34,76.54,8.96,0,0.0,167.88,0.0,2.28,58.78,44.27,856.85,10282.2,32.29,3.31,8.96,3.63,3276,118,200,0.45,0.18,2.8,13,-98,2,11,14.42,2.87,4.51,0,0.0,0.0,8,2.49,179,10.37,40.77,2.51,FuncB,55,,,,2153.92,659.25,12985.48,15905.23,144.05,459.13
532,2022-01-09,2022,1,9,Varejo,Freitas S.A.,Araújo das Flores,1,47.27,47.27,32.55,14.72,9.0,,-0.7,3.96,1067.9,54.35,32.79,88.02,1.046,1699.09,Santa Catarina,RR,Brasil,Pessoa Física,Loja física,Livros,,,55+,Outro,Busca orgânica,Mobile,Linux,Safari,25,32.55,47.27,14.72,0.0,0.0,0.25,6,1.52,10.7,6.39,2.18,1.09,212.97,0.0,0.0,1.58,1.14,14.53,3.98,5075,201,195,0.02,0.04,1.2,196,-68,5,19,23.43,2.92,8.38,170,6.73,2240.96,8,2.59,0,85.81,45.9,26.67,,107,,,,6972.89,2879.2,8676.2,25599.81,2.99,366.14
1420,2022-01-09,2022,1,9,Varejo,Ribeiro,Almeida,1,31.04,31.04,26.14,4.9,8.4,,43.51,2.14,33273.6,33.65,26.48,7.72,1.036,1779.97,Santa Catarina,MG,Brasil,B2B,Online,Roupas,,,55+,Outro,Referência,Desktop,Android,Firefox,50,26.14,31.04,4.9,79.28,71.86,25.44,3,1.32,7.38,0.0,8.76,53804.13,148.08,0.0,0.0,1.03,18.47,22.92,8.01,8075,646,255,0.01,0.0,2.3,42,13,5,43,26.75,4.38,58.72,69,2.65,1358.96,43,3.15,0,24.64,11.73,17.0,,151,,,,12583.08,36792.1,33864.39,23508.88,2.03,541.04
1622,2022-01-09,2022,1,9,TI,Alves,Marques,1,36.04,36.04,30.09,5.95,6.6,,141.7,6.72,21011.18,38.26,32.91,18.26,1.069,1392.2,Paraná,RR,Brasil,B2B,Loja física,,Desenvolvimento,Premium,46-55,Feminino,Referência,Desktop,macOS,Firefox,0,30.09,36.04,5.95,176.32,83.03,0.0,0,0.0,9.01,0.0,3.6,14720.77,61.92,41.76,501.12,1.2,30.14,36.32,10.64,2154,229,214,0.03,0.0,5.0,44,-42,4,45,19.1,8.84,62.46,0,0.0,0.0,32,3.13,287,105.13,41.05,8.56,FuncA,195,,,,3728.98,44049.69,38906.54,14053.97,2.48,1845.54
2092,2022-01-09,2022,1,9,TI,Vasconcelos,Castro dos Dourados,1,57.4,57.4,44.78,12.62,9.4,,66.64,7.52,25763.84,62.59,44.98,97.64,0.965,1142.36,Alagoas,RJ,Brasil,Pessoa Jurídica,Loja física,,Suporte,Básico,18-25,Outro,Anúncio pago,Desktop,macOS,Safari,0,44.78,57.4,12.62,171.47,74.92,7.42,0,0.0,11.86,0.0,5.13,67.59,67.42,59.53,714.36,1.91,32.57,57.24,21.27,32132,6834,436,0.02,0.0,4.7,65,38,4,58,56.86,2.23,86.87,0,0.0,0.0,14,1.06,469,242.47,94.18,24.54,FuncC,456,,,,17170.15,56110.68,47252.39,22006.18,3.29,1908.82
2685,2022-01-09,2022,1,9,TI,Siqueira da Cunha Ltda.,Lopes,1,33.05,33.05,30.09,2.96,4.9,,26.71,5.21,24623.76,35.68,32.32,77.91,1.068,1239.78,Piauí,PI,Brasil,Pessoa Física,Loja física,,Treinamento,Básico,26-35,Outro,Direto,Desktop,Windows,Outro,0,30.09,33.05,2.96,31.51,48.81,5.15,0,0.0,3.64,0.0,8.78,26.97,117.23,30.45,365.4,1.1,32.25,46.87,18.01,40340,7265,407,0.01,0.0,2.1,110,70,2,61,95.71,11.43,58.09,0,0.0,0.0,12,8.46,215,412.25,91.59,49.75,Outra,567,,,,20152.64,190693.05,10640.26,19298.43,2.28,937.49
129,2022-01-10,2022,1,10,TI,Sousa,Rodrigues,20,34.12,682.4,547.65,134.75,8.8,,-14.69,80.02,10392.99,773.36,571.3,16.91,1.025,885.17,Alagoas,RN,Brasil,B2C,Loja física,,Treinamento,Premium,18-25,Feminino,Rede social,Desktop,macOS,Firefox,0,27.38,34.12,6.74,91.94,72.93,12.35,0,0.0,83.07,0.0,5.91,233.33,62.52,598.24,7178.88,22.75,0.1,6.79,2.28,5213,118,257,0.31,0.07,2.0,2,66,1,6,7.22,2.98,14.42,0,0.0,0.0,8,3.79,210,7.12,22.01,2.48,FuncB,33,,,,3037.24,119.3,11262.46,17395.08,78.62,1097.58
611,2022-01-10,2022,1,10,TI,Porto Cassiano S/A,Ferreira,1,47.2,47.2,30.09,17.11,8.6,,21.29,8.87,12708.26,51.14,31.86,44.68,1.072,1786.51,Acre,PI,Brasil,Pessoa Jurídica,Telefone,,Consultoria,Premium,26-35,Feminino,Direto,Mobile,Android,Chrome,0,30.09,47.2,17.11,23.44,33.18,2.11,0,0.0,11.19,0.0,1.24,44.03,205.57,51.28,615.36,1.57,0.32,5.48,11.54,13985,1613,191,0.05,0.0,2.0,12,-38,1,9,19.61,4.68,22.71,0,0.0,0.0,1,3.39,496,52.03,96.92,26.04,Outra,115,,,,5833.89,7580.0,8479.63,25401.17,3.34,587.13
738,2022-01-10,2022,1,10,TI,Barros,Mendes,1,39.47,39.47,26.24,13.23,6.5,,-58.7,6.14,15698.38,42.33,26.69,19.84,1.034,596.09,Goiás,PB,Brasil,Pessoa Física,Telefone,,Suporte,Gratuito,36-45,Masculino,Referência,Tablet,macOS,Chrome,0,26.24,39.47,13.23,80.01,66.97,14.33,0,0.0,8.68,0.0,2.15,4876.48,70.13,45.25,543.0,1.32,3.39,34.65,17.0,10302,1751,123,0.05,0.0,3.0,188,-2,2,20,3.96,0.9,21.02,0,0.0,0.0,2,0.41,22,65.11,59.1,34.7,Outra,95,,,,4649.94,4787.07,20679.37,37492.89,2.12,44.93
1659,2022-01-10,2022,1,10,Varejo,Montenegro - EI,Leão,1,30.77,30.77,24.79,5.98,7.3,,95.61,5.04,31576.65,32.76,27.12,23.48,1.048,738.57,Paraíba,RS,Brasil,Pessoa Jurídica,Representante,Roupas,,,26-35,Feminino,Anúncio pago,Mobile,macOS,Outro,74,24.79,30.77,5.98,187.57,85.91,0.0,10,0.53,8.8,0.04,4.19,2392.9,53.67,0.0,0.0,1.03,34.11,61.48,13.76,11891,1636,144,0.04,0.0,5.0,17,-63,1,51,27.06,4.16,66.84,323,0.14,5341.02,29,3.85,0,119.48,27.06,0.74,,184,,,,6726.34,45655.99,41217.63,16291.87,3.41,1730.37
2716,2022-01-10,2022,1,10,Varejo,Almeida Marques Ltda.,Brito,1,43.17,43.17,27.94,15.23,7.4,,14.91,5.44,32939.89,48.43,30.09,69.39,0.939,708.53,Amapá,RJ,Brasil,B2C,Representante,Móveis,,,26-35,Feminino,Rede social,Mobile,Windows,Safari,12,27.94,43.17,15.23,85.93,66.56,2.38,3,1.7,10.01,0.0,6.81,16.29,77.38,0.0,0.0,1.44,28.72,45.54,20.95,44759,9377,518,0.01,0.0,4.5,46,37,1,56,89.98,9.17,57.1,181,1.36,3555.62,5,6.21,0,436.01,74.54,64.53,,551,,,,21919.89,184532.95,16481.47,17463.9,4.2,1933.4
577,2022-01-11,2022,1,11,Varejo,Macedo Nunes - EI,Câmara,1,46.4,46.4,28.36,18.04,7.0,,-8.96,8.73,7776.77,51.72,30.21,49.3,1.073,2633.92,Espírito Santo,AM,Brasil,Pessoa Física,Representante,Livros,,,55+,Masculino,Referência,Mobile,Android,Firefox,56,28.36,46.4,18.04,2.3,4.72,5.0,10,2.1,5.82,1.41,2.02,5.39,225.48,0.0,0.0,1.55,5.26,3.61,7.46,6546,488,161,0.05,0.01,2.1,134,4,1,24,20.99,5.4,13.81,59,0.27,560.88,6,3.57,0,50.12,70.45,21.27,,125,,,,7614.71,9192.19,10767.01,23829.14,5.24,346.81
750,2022-01-11,2022,1,11,TI,Almeida Rodrigues - EI,Camargo,1,39.38,39.38,25.36,14.02,7.8,,-52.56,5.31,17543.27,43.14,26.4,12.66,1.033,34.01,Rondônia,GO,Brasil,Pessoa Física,Online,,Desenvolvimento,Básico,26-35,Masculino,Anúncio pago,Desktop,macOS,Firefox,0,25.36,39.38,14.02,54.95,58.25,16.76,0,0.0,4.25,0.0,1.41,3691.51,75.1,43.49,521.88,1.31,5.14,38.42,12.69,10946,1389,85,0.06,0.0,1.9,249,14,5,15,12.17,2.61,19.37,0,0.0,0.0,5,1.12,141,73.74,56.81,34.2,FuncB,100,,,,4755.24,3613.91,20406.38,36764.49,2.55,524.54
910,2022-01-11,2022,1,11,TI,Sampaio Vasconcelos - ME,das Neves de Albuquerque,1,41.47,41.47,26.48,14.99,5.4,,4.21,2.79,12333.93,44.67,27.3,54.81,0.977,2285.75,São Paulo,PR,Brasil,B2C,Representante,,Desenvolvimento,Teste,26-35,Feminino,Email,Tablet,Android,Firefox,0,26.48,41.47,14.99,21.66,34.31,24.8,0,0.0,9.53,0.0,12.56,25747.12,185.03,38.8,465.6,1.38,10.86,29.28,11.81,751,88,7,0.4,0.0,3.1,141,-60,5,30,8.6,3.35,14.54,0,0.0,0.0,25,4.46,183,55.93,88.32,15.6,FuncA,203,,,,15606.16,2369.95,13880.93,37398.17,2.99,45.2
1057,2022-01-11,2022,1,11,TI,Barbosa - ME,Fonseca de Farias,1,45.58,45.58,30.21,15.37,5.1,,-8.57,4.69,30459.23,51.56,32.56,39.63,0.902,2587.98,São Paulo,AL,Brasil,B2B,Aplicativo,,Consultoria,Gratuito,46-55,Feminino,Direto,Desktop,iOS,Outro,0,30.21,45.58,15.37,22.27,32.82,3.53,0,0.0,6.94,0.0,14.61,29020.01,206.46,38.51,462.12,1.52,6.38,23.66,15.08,13992,2109,45,0.1,0.0,2.2,54,-87,5,49,4.99,5.97,32.94,0,0.0,0.0,49,5.22,285,61.32,57.31,2.48,FuncA,140,,,,15430.93,0.0,16718.77,31685.88,4.26,0.0
1484,2022-01-11,2022,1,11,Varejo,Leão,Aparecida do Oeste,1,31.14,31.14,21.45,9.69,9.1,,16.59,3.94,30838.64,33.05,21.66,7.69,0.957,606.16,Mato Grosso,GO,Brasil,Pessoa Física,Online,Outros,,,26-35,Feminino,Referência,Mobile,Windows,Chrome,58,21.45,31.14,9.69,179.94,85.25,9.18,1,0.95,7.19,0.0,6.54,13958.38,121.31,0.0,0.0,1.04,23.82,16.45,6.21,1080,67,284,0.01,0.0,2.7,172,27,1,55,12.32,8.36,59.58,104,1.76,1015.03,33,2.46,0,55.78,37.26,4.92,,166,,,,8748.41,39629.85,27039.42,21070.34,3.74,351.22
1501,2022-01-11,2022,1,11,TI,Sales,Brito da Praia,1,31.01,31.01,21.6,9.41,9.8,,52.36,2.76,40057.9,32.59,22.71,13.61,1.037,986.99,Espírito Santo,RO,Brasil,Pessoa Física,Telefone,,Suporte,Gratuito,36-45,Masculino,Busca orgânica,Desktop,iOS,Safari,0,21.6,31.01,9.41,195.13,86.29,13.35,0,0.0,8.09,0.0,7.9,6205.9,104.67,28.73,344.76,1.03,24.15,20.85,7.17,6546,469,292,0.01,0.0,2.1,71,14,3,48,11.7,7.79,55.03,0,0.0,0.0,36,3.06,120,88.25,34.94,5.96,Outra,164,,,,9447.75,35933.03,29661.47,25573.41,3.38,747.33
1774,2022-01-11,2022,1,11,Varejo,Mendes S.A.,Garcia,1,36.47,36.47,33.16,3.31,8.2,,44.71,2.28,31857.38,41.27,33.71,78.48,0.96,678.25,Paraíba,MA,Brasil,B2B,Loja física,Móveis,,,46-55,Outro,Busca orgânica,Desktop,Android,Edge,49,33.16,36.47,3.31,177.92,82.99,2.99,4,0.41,5.31,0.0,3.59,2687.87,75.57,0.0,0.0,1.22,40.86,82.9,17.13,22891,3921,276,0.01,0.0,1.6,87,-63,5,60,48.16,2.87,88.16,18,1.44,338.95,30,6.92,0,96.69,38.92,4.37,,277,,,,2481.94,70323.47,45972.7,13627.05,2.4,1951.71
